Order,AreaNumb,Taxon,Rel,Hclust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,9009,Proteobacteria,0.753188633,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,9009,Verrucomicrobia,0.034012083,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,9009,Other,0.065115239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,9014,Actinobacteria,0.024054983,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,9014,Bacteroidetes,0.118986254,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,9014,Cyanobacteria,0.003178694,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,9014,Firmicutes,0.07628866,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,9014,Planctomycetes,0.00524055,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,9014,Proteobacteria,0.692268041,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,9014,Verrucomicrobia,0.025945017,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,9014,Other,0.054037801,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9019,Actinobacteria,0.012605688,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9019,Bacteroidetes,0.074942352,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9019,Cyanobacteria,0.025980015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9019,Firmicutes,0.079477325,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9019,Planctomycetes,0.00699462,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9019,Proteobacteria,0.743735588,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9019,Verrucomicrobia,0.015910838,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9019,Other,0.040353574,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9098,Actinobacteria,0.019981139,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9098,Bacteroidetes,0.068814099,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9098,Cyanobacteria,0.087262761,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9098,Firmicutes,0.02254509,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9098,Planctomycetes,0.014499587,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9098,Proteobacteria,0.607744902,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9098,Verrucomicrobia,0.060326535,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9098,Other,0.118825887,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,9601,Actinobacteria,0.06154351,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,9601,Bacteroidetes,0.172399391,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,9601,Cyanobacteria,0.099639032,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,9601,Firmicutes,0.058082993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,9601,Planctomycetes,0.013513917,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,9601,Proteobacteria,0.507204439,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,9601,Verrucomicrobia,0.027206826,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,9601,Other,0.060409892,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,9970,Actinobacteria,0.008184047,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,9970,Bacteroidetes,0.067244956,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,9970,Cyanobacteria,0.00267773,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,9970,Firmicutes,0.018480106,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,9970,Planctomycetes,0.000829719,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,9970,Proteobacteria,0.874410711,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,9970,Verrucomicrobia,0.012747501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,9970,Other,0.01542523,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,9971,Actinobacteria,0.076347305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,9971,Bacteroidetes,0.076418591,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,9971,Cyanobacteria,0.006914742,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,9971,Firmicutes,0.025235244,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,9971,Planctomycetes,0.01603935,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,9971,Proteobacteria,0.719988594,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,9971,Verrucomicrobia,0.033575706,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,9971,Other,0.045480468,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,81,Actinobacteria,0.064950309,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,81,Bacteroidetes,0.061585414,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,81,Cyanobacteria,0.154315674,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,81,Firmicutes,0.004147429,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,81,Planctomycetes,0.002817122,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,81,Proteobacteria,0.558259645,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,81,Verrucomicrobia,0.138899757,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,81,Other,0.01502465,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,164,Actinobacteria,0.062430673,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,164,Bacteroidetes,0.028358553,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,164,Cyanobacteria,0.706243067,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,164,Firmicutes,0.006006572,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,164,Planctomycetes,0.024465792,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,164,Proteobacteria,0.08308742,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,164,Verrucomicrobia,0.058830916,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,164,Other,0.030577007,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,218,Actinobacteria,0.00258889,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,218,Bacteroidetes,0.016414663,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,218,Cyanobacteria,0.832025118,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,218,Firmicutes,5.51E-05,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,218,Planctomycetes,0.002974469,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,218,Proteobacteria,0.079952629,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,218,Verrucomicrobia,0.06521799,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,218,Other,0.000771141,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,243,Actinobacteria,0.085649736,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,243,Bacteroidetes,0.12724412,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,243,Cyanobacteria,0.445878888,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,243,Firmicutes,0.016419898,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,243,Planctomycetes,0.00302578,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,243,Proteobacteria,0.266107234,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,243,Verrucomicrobia,0.021624239,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,243,Other,0.034050105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,249,Actinobacteria,0.016943068,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,249,Bacteroidetes,0.011630411,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,249,Cyanobacteria,0.671117812,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,249,Firmicutes,0.004020389,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,249,Planctomycetes,0.016153349,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,249,Proteobacteria,0.252494795,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,249,Verrucomicrobia,0.009476631,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,249,Other,0.018163545,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,397,Actinobacteria,0.135960194,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,397,Bacteroidetes,0.067912856,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,397,Cyanobacteria,0.358122647,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,397,Firmicutes,0.033889188,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,397,Planctomycetes,0.002286175,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,397,Proteobacteria,0.287116729,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,397,Verrucomicrobia,0.076923077,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,397,Other,0.037789134,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,583,Actinobacteria,0.024266006,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,583,Bacteroidetes,0.05737531,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,583,Cyanobacteria,0.251644853,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,583,Firmicutes,0.04039618,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,583,Planctomycetes,0.018040325,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,583,Proteobacteria,0.537460205,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,583,Verrucomicrobia,0.030491687,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,583,Other,0.040325434,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,584,Actinobacteria,0.056146394,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,584,Bacteroidetes,0.103681378,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,584,Cyanobacteria,0.521722282,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,584,Firmicutes,0.00335845,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,584,Planctomycetes,0.008051668,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,584,Proteobacteria,0.238966631,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,584,Verrucomicrobia,0.058385361,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,584,Other,0.009687836,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,715,Actinobacteria,0.110985369,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,715,Bacteroidetes,0.055856438,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,715,Cyanobacteria,0.169186,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,715,Firmicutes,0.011074287,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,715,Planctomycetes,0.041306281,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,715,Proteobacteria,0.540134185,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,715,Verrucomicrobia,0.050683049,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,715,Other,0.020774391,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,718,Actinobacteria,0.070600273,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,718,Bacteroidetes,0.044594134,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,718,Cyanobacteria,0.573584584,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,718,Firmicutes,0.002216917,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,718,Planctomycetes,0.027881992,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,718,Proteobacteria,0.239768076,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,718,Verrucomicrobia,0.023362892,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,718,Other,0.017991132,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,719,Actinobacteria,0.086184635,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,719,Bacteroidetes,0.083763719,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,719,Cyanobacteria,0.321255649,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,719,Firmicutes,0.013153648,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,719,Planctomycetes,0.032520981,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,719,Proteobacteria,0.362088444,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,719,Verrucomicrobia,0.040671401,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,719,Other,0.060361523,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,724,Actinobacteria,0.012041254,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,724,Bacteroidetes,0.017224229,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,724,Cyanobacteria,0.895398147,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,724,Firmicutes,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,724,Planctomycetes,0.004921208,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,724,Proteobacteria,0.053007696,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,724,Verrucomicrobia,0.014318622,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,724,Other,0.003088844,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,969,Actinobacteria,0.047702322,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,969,Bacteroidetes,0.128048188,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,969,Cyanobacteria,0.2696007,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,969,Firmicutes,0.00427475,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,969,Planctomycetes,0.030214709,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,969,Proteobacteria,0.403380939,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,969,Verrucomicrobia,0.069853298,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,969,Other,0.046925094,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2041,Actinobacteria,0.112372006,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2041,Bacteroidetes,0.08004901,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2041,Cyanobacteria,0.394673123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2041,Firmicutes,0.006563785,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2041,Planctomycetes,0.028851483,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2041,Proteobacteria,0.334578022,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2041,Verrucomicrobia,0.023921351,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2041,Other,0.01899122,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3262,Actinobacteria,0.20607122,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3262,Bacteroidetes,0.1558669,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3262,Cyanobacteria,0.157618214,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3262,Firmicutes,0.036777583,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3262,Planctomycetes,0.008756567,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3262,Proteobacteria,0.379451255,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3262,Verrucomicrobia,0.04028021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3262,Other,0.015178051,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3921,Actinobacteria,0.040041365,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3921,Bacteroidetes,0.075449845,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3921,Cyanobacteria,0.279503619,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3921,Firmicutes,0.003557394,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3921,Planctomycetes,0.073050672,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3921,Proteobacteria,0.354374354,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3921,Verrucomicrobia,0.117642192,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3921,Other,0.056380559,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,8300,Actinobacteria,0.061025224,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,8300,Bacteroidetes,0.019934906,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,8300,Cyanobacteria,0.350691619,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,8300,Firmicutes,0.013628967,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,8300,Planctomycetes,0.093368592,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,8300,Proteobacteria,0.434906428,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,8300,Verrucomicrobia,0.010374288,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,8300,Other,0.016069976,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8512,Actinobacteria,0.01026219,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8512,Bacteroidetes,0.044251987,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8512,Cyanobacteria,0.612350219,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8512,Firmicutes,0.01749911,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8512,Planctomycetes,0.002491399,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8512,Proteobacteria,0.279985763,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8512,Verrucomicrobia,0.014829754,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,8512,Other,0.018329578,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
